,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,category,wnsynset,wnsynsetkey,up,front,aligned.minPoint,aligned.maxPoint,aligned.dims,isCornerPiece
1476,s__1884,dresser,dresser,2.0,dresser,dresser/__SYM_REFLECT_LR,n03015254,chest_of_drawers.n.01,,,-124.998/0.0/-21.5,125.002/86.8535/21.5,250.0/86.8535/43.0,
1477,s__1885,armchair,chair,2.0,chair,chair/armchair/__SYM_REFLECT_LR,n02738535,armchair.n.01,,,-38.5/-0.09825897/-47.5,38.5/84.7962/47.5,77.0/84.89446/95.0,
1478,s__1886,chair,chair,2.0,chair,chair/__SYM_REFLECT_LR,n03001627,chair.n.01,,,-37.4971/-0.0017776489/-40.5,37.5029/86.5731/40.5,75.0/86.574875/81.0,
1479,s__1887,ottoman,ottoman,2.0,otherprop,ottoman/__SYM_ROTATE_UP_INF,n03380724,footstool.n.01,,,-23.0/0.0022659302/-23.0,23.0/44.0664/23.0,46.0/44.064133/46.0,
1480,s__1888,coffee_table,table,2.0,table,table/coffee_table/__SYM_ROTATE_UP_INF_APPROX,n03063968,coffee_table.n.01,,,-27.000002/3.8146973E-6/-27.000002,27.000002/47.9383/27.000002,54.000004/47.938297/54.000004,
1481,s__1889,tv_stand,tv_stand,2.0,cabinet,tv_stand/__SYM_REFLECT_LR,n03290653,entertainment_center.n.01,,,-203.50002/0.0/-20.0,203.50002/192.581/20.0,407.00003/192.581/40.0,
1482,s__1890,hanger,hanger,2.0,cabinet,hanger/__SYM_REFLECT_LR,n03490884,hanger.n.02,,,-70.0/0.0/-15.000002,70.0/164.127/15.000002,140.0/164.127/30.000004,
1483,s__1891,hanger,hanger,2.0,cabinet,hanger/__SYM_REFLECT_LR,n03490884,hanger.n.02,,,-100.0/-1.5258789E-5/-20.0,100.0/244.714/20.0,200.0/244.71402/40.0,
1484,s__1892,coffee_table,table,2.0,table,table/coffee_table/__SYM_ROTATE_UP_INF,n03063968,coffee_table.n.01,,,-22.0/0.0/-22.0,22.0/49.3829/22.0,44.0/49.3829/44.0,
1485,s__1893,dining_table,table,2.0,table,table/dining_table/__SYM_ROTATE_UP_2,n03201208,dining_table.n.01,,,-143.993/0.0/-65.016106,143.993/74.0/65.016106,287.986/74.0/130.03221,
1486,s__1894,coffee_table,table,2.0,table,table/coffee_table/__SYM_ROTATE_UP_4,n03063968,coffee_table.n.01,,,-70.0/-3.8146973E-6/-60.000004,70.0/40.0/60.000004,140.0/40.000004/120.00001,
1487,s__1895,curtain,curtain,2.0,curtain,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-163.015/0.092437744/-26.0,163.015/264.683/26.0,326.03/264.59058/52.0,
1488,s__1895_0,,,,,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-163.015/0.13687134/-26.0,163.015/264.683/26.0,326.03/264.54614/52.0,
1489,s__1896,curtain,curtain,2.0,curtain,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-112.5/0.15084839/-16.0,112.5/264.683/16.4221,225.0/264.53217/32.4221,
1490,s__1896_0,,,,,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-112.5/0.17630005/-16.0,112.5/264.683/16.005798,225.0/264.5067/32.0058,
1491,s__1897,curtain,curtain,2.0,curtain,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-90.0/0.0/-9.512569,90.0/169.951/9.500011,180.0/169.951/19.01258,
1492,s__1897_0,,,,,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-90.0/0.0/-9.512569,90.0/169.951/9.500011,180.0/169.951/19.01258,
1493,s__1898,curtain,curtain,2.0,curtain,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-244.0/0.0/-11.5,244.0/267.099/11.5,488.0/267.099/23.0,
1494,s__1898_0,,,,,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-244.0/1.5423279/-11.5,244.0/267.099/11.5,488.0/265.55667/23.0,
1495,s__1899,curtain,curtain,2.0,curtain,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-90.5/-1.486206/-13.0,90.5/265.556/13.0,181.0/267.0422/26.0,
1496,s__1899_0,,,,,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-90.5/0.0/-13.0,90.5/265.556/13.0,181.0/265.556/26.0,
1497,s__1900,curtain,curtain,2.0,curtain,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-186.0/0.04272461/-20.0,186.0/269.655/20.0,372.0/269.61227/40.0,
1498,s__1900_0,,,,,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-186.0/0.031280518/-20.0,186.0/269.655/20.0,372.0/269.62372/40.0,
1499,s__1901,curtain,curtain,2.0,curtain,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-75.0/0.0/-5.0,75.0/136.181/5.0000095,150.0/136.181/10.00001,
1500,s__1902,curtain,curtain,2.0,curtain,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-121.5/-1.486206/-11.0,121.5/266.702/11.0,243.0/268.1882/22.0,
1501,s__1902_0,,,,,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-121.5/0.0/-11.0,121.5/266.702/11.0,243.0/266.702/22.0,
1502,s__1903,curtain,curtain,2.0,curtain,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-96.0/0.016326904/-10.5,96.0/170.495/10.5,192.0/170.47867/21.0,
1503,s__1903_0,,,,,curtain/__SYM_REFLECT_LR,n03151077,curtain.n.01,,,-96.0/-0.0015106201/-10.5,96.0/170.495/10.5,192.0/170.4965/21.0,
1504,s__1904,motorcycle,vehicle,2.0,otherprop,vehicle/motorcycle/__SYM_REFLECT_LR_APPROX,n03790512,motorcycle.n.01,0/1/0,0/0/-1,-38.0/-0.54315186/-102.0,38.0/107.552/102.0,76.0/108.09515/204.0,
1505,s__1905,armchair,chair,2.0,chair,chair/armchair/__SYM_REFLECT_LR,n02738535,armchair.n.01,,,-40.5/0.0/-48.5001,40.5/89.8675/48.5,81.0/89.8675/97.0001,
1506,s__1906,chair,chair,2.0,chair,chair/__SYM_REFLECT_LR,n03001627,chair.n.01,,,-48.0/0.0/-41.0,48.0/71.6896/41.0,96.0/71.6896/82.0,
1507,s__1907,table,table,2.0,table,table/__SYM_ROTATE_UP_3,n04379243,table.n.02,,,-58.0/-3.8146973E-6/-58.0,58.0/36.6214/58.0,116.0/36.621403/116.0,
1508,s__1908,bench_chair,bench_chair,2.0,chair,bench_chair/__SYM_REFLECT_LR,n03891251,park_bench.n.01,,,-98.0/0.0/-27.0132,98.0/91.8646/27.0132,196.0/91.8646/54.0264,
1509,s__1909,chair,chair,2.0,chair,chair,n03001627,chair.n.01,,,-41.0/-7.6293945E-6/-48.0,41.0/73.7139/48.0,82.0/73.713905/96.0,
1510,s__1910,fireplace,fireplace,2.0,otherstructure,fireplace,n03346455,fireplace.n.01,,,-157.0/0.0/-93.5,157.0/376.591/93.5,314.0/376.591/187.0,
1511,s__1911,outdoor_spring,outdoor_spring,2.0,otherprop,outdoor_spring/__SYM_ROTATE_UP_INF,n03388043,fountain.n.01,,,-133.0/-7.6293945E-6/-133.0,133.0/101.329994/133.0,266.0/101.33/266.0,
1512,s__1912,table,table,2.0,table,table/__SYM_ROTATE_UP_4,n04379243,table.n.02,,,-29.0/-3.8146973E-6/-29.0,29.0/45.440598/29.0,58.0/45.4406/58.0,
1513,s__1913,outdoor_lamp,outdoor_lamp,2.0,lamp,outdoor_lamp/__SYM_ROTATE_UP_4,n03636649,lamp.n.02,,,-15.998899/0.0/-15.999001,15.999201/103.27801/15.9991,31.9981/103.27801/31.9981,
1514,s__1914,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_INF,n03005285,chandelier.n.01,,,-10.0/0.0/-10.0,10.0/60.969196/9.999989,20.0/60.969196/19.999989,
1515,s__1915,bench_chair,bench_chair,2.0,chair,bench_chair/__SYM_ROTATE_UP_2,n02828884,bench.n.01,,,-86.0/0.0/-22.0,86.0/44.9904/22.0,172.0/44.9904/44.0,
1516,s__1916,coffee_table,table,2.0,table,table/coffee_table/__SYM_ROTATE_UP_2,n03063968,coffee_table.n.01,,,-86.0/0.009613037/-54.5,86.0/74.0/54.5,172.0/73.99039/109.0,
1517,s__1917,outdoor_lamp,outdoor_lamp,2.0,lamp,outdoor_lamp/__SYM_REFLECT_LR,n03636649,lamp.n.02,,,-11.4998/0.0/-15.000001,11.499701/39.7888/15.0001,22.9995/39.7888/30.000101,
1518,s__1918,ottoman,ottoman,2.0,chair,ottoman/__SYM_ROTATE_UP_2,n03380724,footstool.n.01,,,-40.5/0.0/-28.0,40.5/36.6214/28.0,81.0/36.6214/56.0,
1519,s__1919,table,table,2.0,table,table/__SYM_ROTATE_UP_2,n04379243,table.n.02,,,-165.0/-7.6293945E-6/-55.0,165.0/92.4/55.0,330.0/92.40001/110.0,
1520,s__1920,bench_chair,bench_chair,2.0,chair,bench_chair/__SYM_ROTATE_UP_2,n02828884,bench.n.01,,,-165.0/-7.6293945E-6/-27.5,165.0/72.399994/27.5,330.0/72.4/55.0,
1521,s__1921,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_3,n03005285,chandelier.n.01,,,-21.0721/0.1581192/-19.842999,20.9279/95.1712/29.157001,42.0/95.013084/49.0,
1522,s__1922,partition,partition,1.0,otherstructure,partition/__SYM_REFLECT_LR,n03894379,partition.n.01,,,-50.0/0.0/-1.49999,50.0/270.0/1.50001,100.0/270.0/3.0,
1523,s__1923,wood_board,wood_board,2.0,otherprop,wood_board/__SYM_ROTATE_UP_4,n15101854,board.n.02,,,-55.0/-3.33786E-6/-55.000107,55.000107/16.0/55.0,110.00011/16.000004/110.00011,
1524,s__1924,wall_shelf,shelving,2.0,shelves,shelving/wall_shelf/__SYM_REFLECT_LR,n04190052,shelf.n.01,,,-100.0/0.0038795471/-15.0002,100.0/15.2736/15.0002,200.0/15.26972/30.0004,
1525,s__1925,stand,stand,2.0,night_stand,stand/__SYM_ROTATE_UP_4,n04301000,stand.n.04,,,-55.0/0.0/-55.0,55.0/72.399994/55.0,110.0/72.399994/110.0,
1526,s__1926,bench_chair,bench_chair,2.0,chair,bench_chair/__SYM_REFLECT_LR,n02828884,bench.n.01,,,-70.5001/0.0/-23.0002,70.5001/89.3832/23.0049,141.0002/89.3832/46.0051,
1527,s__1927,armchair,chair,2.0,chair,chair/armchair/__SYM_REFLECT_LR,n02738535,armchair.n.01,,,-35.5/-1.5258789E-5/-39.0,35.5/97.0885/39.0,71.0/97.08852/78.0,
1528,s__1928,dining_table,table,2.0,table,table/dining_table/__SYM_ROTATE_UP_2,n03201208,dining_table.n.01,,,-100.0/-1.5258789E-5/-50.0,100.0/90.0/50.0,200.0/90.000015/100.0,
1529,s__1929,dining_table,table,2.0,table,table/dining_table/__SYM_ROTATE_UP_2,n03201208,dining_table.n.01,,,-100.0/0.0/-69.5001,100.0/76.0/69.5001,200.0/76.0/139.0002,
1530,s__1930,hanger,hanger,2.0,cabinet,hanger/__SYM_REFLECT_LR,n03490884,hanger.n.02,,,-105.99999/0.0/-26.0,105.99999/192.681/26.000198,211.99998/192.681/52.0002,
1531,s__1931,straight_chair,chair,2.0,chair,chair/straight_chair/__SYM_REFLECT_LR,n04331277,straight_chair.n.01,,,-25.5/-4.5776367E-5/-34.5,25.5/109.00199/34.5,51.0/109.00204/69.0,
1532,s__1932,armchair,chair,2.0,chair,chair/armchair/__SYM_REFLECT_LR,n02738535,armchair.n.01,,,-35.5/-7.6293945E-6/-35.5,35.5/101.399/35.5,71.0/101.39901/71.0,
1533,s__1933,candle,candle,2.0,lamp,candle/__SYM_ROTATE_UP_4,n02948072,candle.n.01,,,-13.5316/-1.5258789E-5/-13.500001,13.500001/79.3058/13.5316,27.0316/79.30582/27.0316,
1534,s__1934,kitchen_sink,kitchen_cabinet,2.0,counter,kitchen_cabinet/kitchen_sink/__CORNER_C1,n02933112,cabinet.n.01,,,-141.5/-1.5258789E-5/-110.0,141.5/125.0/110.0,283.0/125.000015/220.0,1.0
1535,s__1935,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_INF,n03005285,chandelier.n.01,,,-19.0/0.0/-19.0,19.0/80.843506/19.0,38.0/80.843506/38.0,
1536,s__1936,ladder,household_appliance,2.0,otherprop,household_appliance/ladder/__SYM_REFLECT_LR,n03632277,ladder.n.01,,,-26.0/-0.0021820068/-20.0,26.0/175.315/20.0,52.0/175.31718/40.0,
1537,s__1937,mirror,mirror,2.0,mirror,mirror/__SYM_ROTATE_FRONT_2,n03773035,mirror.n.01,,,-38.0/0.0/-1.5,38.0/109.376/1.5,76.0/109.376/3.0,
1538,s__1938,ottoman,ottoman,2.0,otherprop,ottoman/__SYM_ROTATE_UP_4,n03380724,footstool.n.01,,,-25.0/0.0/-25.0,25.0/54.9092/25.0,50.0/54.9092/50.0,
1539,s__1939,bathtub,bathtub,2.0,bathtub,bathtub/__SYM_REFLECT_FB,n02808440,bathtub.n.01,,,-106.0/0.0/-53.9841,106.0/105.358/53.9841,212.0/105.358/107.9682,
1540,s__1940,desk,desk,2.0,desk,desk,n03179701,desk.n.01,,,-58.0/-7.6293945E-6/-32.0,58.0/86.3516/32.0,116.0/86.35161/64.0,
1541,s__1941,stand,stand,2.0,night_stand,stand/__SYM_ROTATE_UP_2,n04301000,stand.n.04,,,-70.0/0.0/-20.0,70.0/53.5161/20.0001,140.0/53.5161/40.0001,
1542,s__1942,sink,sink,2.0,sink,sink,n04223580,sink.n.01,,,-163.0/-7.6293945E-6/-35.0,163.0/125.645996/35.0,326.0/125.646/70.0,
1543,s__1943,sink,sink,2.0,sink,sink/__SYM_REFLECT_LR,n04223580,sink.n.01,,,-97.5/0.0/-22.0,97.5/117.007/22.000198,195.0/117.007/44.0002,
1544,s__1944,wall_lamp,indoor_lamp,2.0,lamp,indoor_lamp/wall_lamp/__SYM_ROTATE_UP_4,n03636649,lamp.n.02,,,-6.49996/2.670288E-5/-5.5,6.50004/56.442703/5.5,13.0/56.442677/11.0,
1545,s__1945,wall_lamp,indoor_lamp,2.0,lamp,indoor_lamp/wall_lamp/__SYM_REFLECT_LR,n03636649,lamp.n.02,,,-6.0/5.722046E-6/-5.0000095,6.0000095/30.147202/5.0,12.00001/30.147196/10.00001,
1546,s__1946,sink,sink,2.0,sink,sink/__SYM_REFLECT_LR,n04223580,sink.n.01,,,-86.0/0.0/-29.0,86.0/113.235/29.0,172.0/113.235/58.0,
1547,s__1947,shower_faucet,shower,2.0,shower_curtain,shower/shower_faucet/__SYM_REFLECT_LR,n04208936,shower.n.01,,,-8.0/1.5258789E-5/-10.0,8.0/98.4309/10.0,16.0/98.430885/20.0,
1548,s__1948,shower_ceiling,shower,2.0,otherprop,shower/shower_ceiling/__SYM_ROTATE_UP_2,n04208936,shower.n.01,,,-41.0/-1.66893E-6/-49.0,41.0/2.41189/49.0,82.0/2.4118917/98.0,
1549,s__1949,cloth,cloth,2.0,clothes,cloth/__SYM_REFLECT_LR_APPROX,n03309808,fabric.n.01,,,-17.0/0.09605408/-10.0,17.0/121.58/10.0002,34.0/121.48395/20.0002,
1550,s__1950,drinkbar,drinkbar,2.0,otherprop,drinkbar,n03116530,counter.n.01,,,-210.99998/0.0/-21.5,210.99998/224.0/21.5,421.99997/224.0/43.0,
1551,s__1951,counter,counter,2.0,dresser,counter/__CORNER_C3/__SYM_REFLECT_C3,n03116530,counter.n.01,,,-55.000103/0.0/-55.0004,55.000103/120.00001/55.0004,110.000206/120.00001/110.0008,
1552,s__1952,counter,counter,2.0,table,counter/__CORNER_C3/__SYM_REFLECT_C3,n03116530,counter.n.01,,,-50.985107/0.0/-50.9852,50.9852/120.00001/50.9851,101.97031/120.00001/101.9703,
1553,s__1953,counter,counter,2.0,dresser,counter/__SYM_REFLECT_LR,n03116530,counter.n.01,,,-60.000004/0.0/-50.985092,60.000004/120.00001/50.9852,120.00001/120.00001/101.97029,
1554,s__1954,game_table,recreation,2.0,otherprop,recreation/game_table,n04379243,table.n.02,,,-130.0/0.0/-61.5,130.0/84.4616/61.5,260.0/84.4616/123.0,
1555,s__1955,game_table,recreation,2.0,otherprop,recreation/game_table,n04379243,table.n.02,,,-120.0/0.0/-61.0,120.0/98.0197/61.0,240.0/98.0197/122.0,
1556,s__1956,slot_machine,household_appliance,2.0,otherprop,household_appliance/slot_machine,n04243941,slot_machine.n.01,,,-35.5/0.0/-24.5,35.510796/216.65599/24.5,71.010796/216.65599/49.0,
1557,s__1957,person,person,2.0,person,person/__pose_stand/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,,,-23.0/0.0/-16.5,23.0/177.649/16.5,46.0/177.649/33.0,
1558,s__1958,person,person,2.0,person,person/__pose_stand/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,,,-30.000002/-0.021270752/-18.0,30.000002/177.48999/18.0,60.000004/177.51126/36.0,
1559,s__1959,person,person,2.0,person,person/__pose_stand/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,,,-27.5/0.0/-16.0,27.5/180.52899/16.0,55.0/180.52899/32.0,
1560,s__1960,person,person,2.0,person,person/__pose_stand/__SYM_REFLECT_LR_APPROX,n05217688,person.n.02,,,-33.5/-0.005569458/-21.5,33.5/196.331/21.5,67.0/196.33656/43.0,
1561,s__1961,person,person,2.0,person,person/__pose_sit,n05217688,person.n.02,,,-36.5/6.1035156E-5/-35.0,36.5/161.423/35.0,73.0/161.42294/70.0,
1562,s__1962,person,person,2.0,person,person/__pose_sit,n05217688,person.n.02,,,-27.000002/-0.03138733/-30.000002,27.000002/175.05501/30.000002,54.000004/175.0864/60.000004,
1563,s__1963,toy,toy,2.0,otherprop,toy/__SYM_ROTATE_UP_4_APPROX,n03964744,plaything.n.01,,,-46.0/-3.0517578E-5/-46.0,46.0/209.99998/46.0,92.0/210.00002/92.0,
1564,s__1964,poker_chips,toy,2.0,otherprop,toy/poker_chips,n03020416,chip.n.06,,,-6.5/0.0/-4.5,6.5/5.25/4.5,13.0/5.25/9.0,
1565,s__1965,slot_machine_and_chair,household_appliance,2.0,otherprop,household_appliance/slot_machine_and_chair,,,,,-35.5/0.0/-62.5,35.510796/216.65599/62.5,71.010796/216.65599/125.0,
1566,s__1966,kettle,kitchen_appliance,2.0,otherprop,kitchen_appliance/kettle/__SYM_REFLECT_LR_APPROX,n03612814,kettle.n.01,,,-8.0/0.0/-12.0,8.0/22.8565/12.0,16.0/22.8565/24.0,
1567,s__1967,cooker,kitchen_appliance,2.0,otherprop,kitchen_appliance/cooker/__SYM_REFLECT_LR_APPROX,n03101156,cooker.n.01,,,-17.0/-1.9073486E-6/-22.5,17.0/30.793398/22.5,34.0/30.7934/45.0,
1568,s__1968,food_processor,kitchen_appliance,2.0,otherprop,kitchen_appliance/food_processor/__SYM_REFLECT_LR_APPROX,n03378174,food_processor.n.01,,,-7.0/0.0/-15.000001,7.0/40.2182/15.000001,14.0/40.2182/30.000002,
1569,s__1969,toaster,kitchen_appliance,2.0,otherprop,kitchen_appliance/toaster/__SYM_REFLECT_FB_APPROX,n04442312,toaster.n.02,,,-15.000001/0.0/-7.5000005,15.000001/20.800001/7.5000005,30.000002/20.800001/15.000001,
1570,s__1970,food_processor,kitchen_appliance,2.0,otherprop,kitchen_appliance/food_processor/__SYM_REFLECT_LR_APPROX,n03378174,food_processor.n.01,,,-10.5/0.31498337/-19.5,10.5/45.982098/19.5,21.0/45.667114/39.0,
1571,s__1971,coffee_machine,kitchen_appliance,2.0,otherprop,kitchen_appliance/coffee_machine/__SYM_REFLECT_LR_APPROX,n03063338,coffee_maker.n.01,,,-12.0/0.0/-21.5,12.0/34.1557/21.5,24.0/34.1557/43.0,
1572,s__1972,food_processor,kitchen_appliance,2.0,otherprop,kitchen_appliance/food_processor/__SYM_REFLECT_LR_APPROX,n03378174,food_processor.n.01,,,-11.0/0.0/-22.0,11.0/39.42/22.0,22.0/39.42/44.0,
1573,s__1973,refrigerator,kitchen_appliance,2.0,refridgerator,kitchen_appliance/refrigerator,n04070727,refrigerator.n.01,,,-30.000002/0.0/-33.0,30.0002/200.0/33.0,60.000202/200.0/66.0,
1574,s__1974,fireplace,fireplace,2.0,otherstructure,fireplace/__SYM_REFLECT_LR,n03346455,fireplace.n.01,,,-119.00001/0.0/-44.0,119.00001/270.0/44.0001,238.00002/270.0/88.0001,
1575,s__1975,stand,stand,2.0,table,stand/__SYM_ROTATE_UP_2,n04301000,stand.n.04,,,-76.0/0.0/-20.0001,76.00009/84.0/20.0,152.00009/84.0/40.0001,
1576,s__1976,double_bed,bed,2.0,bed,bed/double_bed/__SYM_REFLECT_LR,n03225988,double_bed.n.01,,,-104.0/-1.5258789E-5/-115.0,104.0/250.53401/115.0,208.0/250.53403/230.0,
1577,s__1977,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_8,n03005285,chandelier.n.01,,,-27.000002/0.0/-27.000002,27.000002/90.131004/27.000002,54.000004/90.131004/54.000004,
1578,s__1978,mirror,mirror,2.0,mirror,mirror/__SYM_ROTATE_FRONT_INF,n03773035,mirror.n.01,,,-63.9932/-7.6293945E-6/-2.99999,63.9932/127.986/3.00002,127.9864/127.98601/6.00001,
1579,s__1979,ottoman,ottoman,2.0,otherprop,ottoman/__SYM_ROTATE_UP_2,n03380724,footstool.n.01,,,-24.0/0.0/-24.0,24.0/44.0121/24.0,48.0/44.0121/48.0,
1580,s__1980,coffee_table,table,2.0,table,table/coffee_table/__SYM_ROTATE_UP_4,n03063968,coffee_table.n.01,,,-40.0/0.0/-40.0,40.0/68.3832/40.0,80.0/68.3832/80.0,
1581,s__1981,stand,stand,2.0,table,stand/__SYM_ROTATE_UP_2,n04301000,stand.n.04,,,-73.0/0.0/-25.000101,73.00009/64.1878/25.000101,146.00009/64.1878/50.000202,
1582,s__1982,coffee_table,table,2.0,table,table/coffee_table/__SYM_ROTATE_UP_4,n03063968,coffee_table.n.01,,,-21.0/-3.8146973E-6/-21.0,21.0/46.0481/21.0,42.0/46.048103/42.0,
1583,s__1983,table_lamp,indoor_lamp,2.0,lamp,indoor_lamp/table_lamp/__SYM_ROTATE_UP_INF,n04380533,table_lamp.n.01,,,-21.0/0.0/-21.0,21.0/101.58/21.0,42.0/101.58/42.0,
1584,s__1984,tv_stand,tv_stand,2.0,cabinet,tv_stand/__SYM_ROTATE_UP_2,n03290653,entertainment_center.n.01,,,-71.0/0.0/-21.000101,71.0/70.534004/21.000101,142.0/70.534004/42.000202,
1585,s__1985,armchair,chair,2.0,chair,chair/armchair/sofa_chair/__SYM_REFLECT_LR,n03262932,easy_chair.n.01,,,-38.0/7.6293945E-6/-40.0,38.0/70.7989/40.0,76.0/70.79889/80.0,
1586,s__1986,tv_stand,tv_stand,2.0,cabinet,tv_stand/__SYM_REFLECT_LR,n03290653,entertainment_center.n.01,,,-120.00001/0.0/-30.0001,120.00001/223.403/30.0001,240.00002/223.403/60.0002,
1587,s__1987,dining_table,table,2.0,table,table/dining_table/__SYM_ROTATE_UP_2,n03201208,dining_table.n.01,,,-107.291/-0.16934204/-41.636597,103.713/73.5/50.3636,211.004/73.66934/92.0002,
1588,s__1988,coffee_table,table,2.0,table,table/coffee_table/__SYM_ROTATE_UP_4,n03063968,coffee_table.n.01,,,-42.5/9.536743E-5/-42.5,42.5/31.685299/42.5,85.0/31.685204/85.0,
1589,s__1989,coffee_table,table,2.0,table,table/coffee_table/__SYM_REFLECT_FB,n03063968,coffee_table.n.01,,,-42.0/0.0/-17.0,42.0/50.9834/17.0,84.0/50.9834/34.0,
1590,s__1990,chair,chair,2.0,chair,chair/__SYM_REFLECT_LR,n03001627,chair.n.01,,,-29.0/-0.010917664/-28.0,29.0/78.5933/28.0,58.0/78.60422/56.0,
1591,s__1991,sofa,sofa,2.0,chair,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-38.0/-0.0044555664/-43.0,38.0/79.8553/43.0,76.0/79.85976/86.0,
1592,s__1992,coffee_table,table,2.0,table,table/coffee_table/__SYM_ROTATE_UP_2,n03063968,coffee_table.n.01,,,-46.0/-3.8146973E-6/-46.0,46.0/40.2836/46.0,92.0/40.283604/92.0,
1593,s__1993,sofa,sofa,2.0,sofa,sofa/__SYM_REFLECT_LR,n04256520,sofa.n.01,,,-76.0/-0.0044555664/-43.0001,76.0/79.8553/43.0001,152.0/79.85976/86.0002,
1594,s__1994,candle,candle,2.0,lamp,candle/__SYM_ROTATE_UP_INF,n02948072,candle.n.01,,,-18.0/0.0/-18.0,18.0/66.4859/18.0,36.0/66.4859/36.0,
1595,s__1995,chandelier,indoor_lamp,2.0,lamp,indoor_lamp/chandelier/__SYM_ROTATE_UP_5,n03005285,chandelier.n.01,,,-8.499889/0.0/-8.50001,8.49991/175.616/8.5,16.9998/175.616/17.00001,
1596,s__1996,single_bed,bed,2.0,bed,bed/single_bed/__SYM_REFLECT_LR,n04222210,single_bed.n.01,,,-65.2985/0.0/-106.998,64.7015/148.62/107.002,130.0/148.62/214.0,
1597,s__1997,nightstand,stand,2.0,night_stand,stand/nightstand/__SYM_ROTATE_UP_4,n03015254,chest_of_drawers.n.01,,,-25.0/0.0/-25.0,25.0/42.9474/25.0,50.0/42.9474/50.0,
1598,s__1998,ottoman,ottoman,2.0,otherprop,ottoman/__SYM_ROTATE_UP_2,n02788386,banquette.n.01,,,-58.499996/0.0/-18.5001,58.499996/42.345898/18.5001,116.99999/42.345898/37.0002,
1599,s__1999,ottoman,ottoman,2.0,otherprop,ottoman/__SYM_ROTATE_UP_2,n03380724,footstool.n.01,,,-25.0/0.0/-22.0,25.0/40.5/22.0,50.0/40.5/44.0,
1600,s__2000,ottoman,ottoman,2.0,otherprop,ottoman/__SYM_ROTATE_UP_2,n03380724,footstool.n.01,,,-33.0/0.0/-21.5,33.0/45.15/21.5,66.0/45.15/43.0,
1601,s__2001,single_bed,bed,2.0,bed,bed/single_bed/__SYM_REFLECT_LR,n04222210,single_bed.n.01,,,-65.0215/0.0/-90.5,64.536606/137.0/90.5,129.5581/137.0/181.0,
1602,s__2002,double_bed,bed,2.0,bed,bed/double_bed/__SYM_REFLECT_LR,n03225988,double_bed.n.01,,,-104.49999/-1.5258789E-5/-112.0,104.49999/154.747/112.0,208.99998/154.74701/224.0,
1603,s__2003,lounge_chair,chair,2.0,chair,chair/lounge_chair/__SYM_REFLECT_LR,n04062428,recliner.n.01,,,-40.0/0.0/-90.5,40.0/80.2472/90.5,80.0/80.2472/181.0,
1604,s__2004,straight_chair,chair,2.0,chair,chair/straight_chair/__SYM_REFLECT_LR,n04331277,straight_chair.n.01,,,-23.0/0.0/-27.5,23.0/82.9067/27.5,46.0/82.9067/55.0,
1605,s__2005,desk,desk,2.0,desk,desk/__SYM_REFLECT_LR,n03179701,desk.n.01,,,-65.0/0.0/-38.5,65.0/75.0/38.5,130.0/75.0/77.0,
1606,s__2006,stand,stand,2.0,otherprop,stand/__SYM_REFLECT_LR,n04301000,stand.n.04,,,-50.0/0.0/-21.5,50.0/75.0/21.5,100.0/75.0/43.0,
1607,s__2007,mirror,mirror,2.0,mirror,mirror/__SYM_ROTATE_FRONT_INF,n03773035,mirror.n.01,,,-34.0/0.0/-0.9999981,33.9999/68.0/1.00002,67.9999/68.0/2.0000181,
1608,s__2008,table_lamp,indoor_lamp,2.0,lamp,indoor_lamp/table_lamp/__SYM_ROTATE_UP_INF,n04380533,table_lamp.n.01,,,-16.0/0.0/-16.0,16.0/52.7378/16.0,32.0/52.7378/32.0,
